,training_loss,train_accuracies,val_losses,val_accuracies
0,0.24432360429208433,0.9256138090070537,0.15974411208467398,0.9445564516129032
1,0.11436524417829841,0.965002712967987,0.11145042873803528,0.9667338709677419
2,0.08383079049693717,0.973718122626153,0.10226015548202548,0.96875
3,0.06463663623273434,0.9793136190992946,0.09514964330881516,0.9727822580645161
4,0.054172526356337264,0.9821452794357026,0.1029294279154561,0.9768145161290323
5,0.04283889526782167,0.9858416983179599,0.09310007165640284,0.9768145161290323
6,0.03379238019111254,0.9889276994031471,0.11242661390274325,0.9707661290322581
7,0.02862972588959959,0.9907250406945198,0.11557671822404093,0.9707661290322581
8,0.025423897581853618,0.9916576234400434,0.10388083499761178,0.9758064516129032
9,0.019631274104316816,0.9935397449810093,0.1293223380759763,0.9727822580645161
10,0.016169008659423723,0.994811448724905,0.12122949010898468,0.9737903225806451
11,0.013158745433938024,0.9953709983722192,0.13594312972451122,0.969758064516129
12,0.010785254344707295,0.9965748779164406,0.11517251035459453,0.9778225806451613
13,0.0066830083955213785,0.9979991861096039,0.13901882619857242,0.9758064516129032
14,0.00803379460975444,0.9973718122626153,0.12677174000327238,0.9758064516129032
15,0.005744056119809672,0.9982026587086272,0.08409877151903898,0.9768145161290323
16,0.003170198762082782,0.9992200217037439,0.10934472879971315,0.9778225806451613
17,0.0019188803757075007,0.9996608790016278,0.12136907108467002,0.9758064516129032
18,0.0006954897632695569,0.9999660879001627,0.11491757314211784,0.9758064516129032
19,0.00040678459813932,1.0,0.11465852516049559,0.9788306451612904
20,0.0002897224239117191,1.0,0.11867962639044445,0.9768145161290323
21,0.00025024869476200455,1.0,0.11810388245530683,0.9808467741935484
22,0.0002211806128531551,1.0,0.11963388574761923,0.9778225806451613
23,0.00020276917503683891,1.0,0.110209040073269,0.9778225806451613
24,0.00018605445843574908,1.0,0.11933154945700537,0.9778225806451613
