,training_loss,train_accuracies,val_losses,val_accuracies
0,0.3337533332510931,0.9033505154639175,0.22711421337157348,0.9304435483870968
1,0.1785840963768098,0.9472666847531199,0.1496088128627554,0.9506048387096774
2,0.13157090005471997,0.9615436787845903,0.13095749502137669,0.9536290322580645
3,0.1049542908821895,0.968834780249593,0.11096787126196538,0.9606854838709677
4,0.08675464254008473,0.9735485621269669,0.10944377322013835,0.9586693548387096
5,0.07391055568361345,0.9779062669560499,0.09502142198519295,0.96875
6,0.0637967305961831,0.9805683667932719,0.09057138474885411,0.96875
7,0.05577622877481262,0.9835356755290288,0.07199695273062208,0.9747983870967742
8,0.04925427529742908,0.9850447639717851,0.07801815184518686,0.9747983870967742
9,0.04456028605632536,0.9864351600651112,0.08442070753781213,0.969758064516129
10,0.03910779405842722,0.9885716223548562,0.07408641610575804,0.9758064516129032
11,0.03492408456261443,0.989538117200217,0.0797940700176352,0.9758064516129032
12,0.03092074660879237,0.9911998100922409,0.07356970282266258,0.9707661290322581
13,0.027343273259423935,0.9922510851871947,0.08044372996219867,0.9717741935483871
14,0.024429526055452403,0.9934719207813347,0.07645799192447589,0.9747983870967742
15,0.02131836256405992,0.9945401519262073,0.08066729954864714,0.9717741935483871
16,0.018863931738524905,0.9949640531741726,0.07514494307709677,0.9727822580645161
17,0.016904485287583582,0.9957270754205101,0.08223785034574227,0.9717741935483871
18,0.014862181314266282,0.9964053174172545,0.07594190477753629,0.9768145161290323
19,0.013244748903385554,0.997083559413999,0.07328491352204576,0.9747983870967742
20,0.011733920840432538,0.997473548562127,0.0665667457156103,0.9798387096774194
21,0.010329326624267067,0.9978804937601736,0.0739778084645604,0.9778225806451613
22,0.008914706792367005,0.9984400434074878,0.08340247722332807,0.9768145161290323
23,0.007699617698011738,0.9987961204557786,0.08082509594857332,0.9758064516129032
24,0.006763371147169291,0.9989995930548019,0.084465216461862,0.9758064516129032
